CustomerID,Age,Gender,Annual_Income_k$,Spending_Score,Family_Size,Tenure_Years
380,23,Male,69,43,2,6
381,52,Male,29,55,3,1
382,58,Male,51,45,5,9
383,54,Female,141,60,2,10
384,41,Female,131,71,1,3
385,46,Male,98,80,2,1
386,66,Female,86,32,1,6
387,63,Male,110,8,1,6
388,48,Male,125,77,2,7
389,52,Male,119,62,1,7
390,50,Male,72,75,2,10
391,69,Female,109,20,2,4
392,38,Female,132,18,4,5
393,49,Female,20,6,5,3
394,40,Female,18,84,1,6
395,50,Male,57,96,2,7
396,20,Female,107,29,1,9
397,35,Male,56,4,2,9
398,42,Male,17,71,2,5
399,59,Female,143,43,2,4
400,48,Male,29,84,5,7
401,20,Female,61,34,1,3
402,57,Female,99,100,5,4
403,63,Female,72,71,5,9
404,41,Female,53,33,5,5
405,67,Female,145,15,5,10
406,49,Male,49,96,4,7
407,64,Female,66,86,1,2
408,39,Female,132,40,1,9
409,40,Male,28,93,2,5
410,19,Female,44,89,1,5
411,44,Female,104,5,5,4
412,59,Male,149,78,3,8
413,19,Male,109,50,1,4
414,43,Female,83,99,3,2
415,34,Male,141,66,4,5
416,57,Female,66,89,2,3
417,50,Male,77,54,2,4
418,26,Female,50,80,2,3
419,60,Female,105,46,4,7
420,65,Female,67,80,5,6
421,56,Male,123,11,3,2
422,46,Female,86,49,1,8
423,59,Male,29,99,5,5
424,43,Female,127,23,2,6
425,52,Female,83,55,2,8
426,67,Female,130,5,5,7
427,42,Female,18,64,3,3
428,41,Female,89,35,5,2
429,30,Male,56,93,4,3
430,24,Male,44,69,2,8
431,53,Male,84,54,3,4
432,62,Female,30,3,1,8
433,37,Female,125,6,2,4
434,18,Male,118,87,5,7
435,25,Female,121,56,3,6
436,63,Female,137,2,2,10
437,33,Female,41,82,1,1
438,31,Male,27,94,1,8
439,29,Male,87,38,5,6
440,68,Male,100,56,4,2
441,40,Male,45,5,5,5
442,32,Male,17,46,3,2
443,45,Female,44,11,5,10
444,51,Female,113,65,3,7
445,19,Female,148,10,4,10
446,49,Female,113,41,5,6
447,40,Male,100,44,1,7
448,39,Male,78,90,3,6
449,68,Female,132,33,3,10
450,42,Male,128,91,1,1
451,39,Female,101,56,5,3
452,39,Female,54,12,4,10
453,66,Female,39,2,2,2
454,69,Female,109,1,5,1
455,59,Male,60,65,5,1
456,23,Female,46,33,3,4
457,32,Male,111,86,3,1
458,60,Female,30,76,4,2
459,54,Female,32,36,4,1
460,50,Female,89,21,4,6
461,25,Female,15,84,1,4
462,61,Male,139,36,2,8
463,61,Female,52,26,2,5
464,22,Male,59,47,4,10
465,56,Female,95,95,3,5
466,21,Female,143,1,2,8
467,23,Female,46,38,5,10
468,62,Male,132,14,1,6
469,49,Female,54,90,3,6
470,69,Female,88,46,1,3
471,47,Female,125,42,5,6
472,64,Female,117,7,2,10
473,52,Female,117,55,1,7
474,57,Male,88,56,1,2
475,69,Male,128,76,1,3
476,33,Female,137,63,5,6
477,30,Female,71,24,3,10
478,67,Male,88,83,3,9
479,59,Female,97,73,5,9
480,47,Male,93,99,1,8
481,36,Female,144,4,1,8
482,34,Female,107,42,4,9
483,36,Male,64,96,2,9
484,45,Female,43,70,2,10
485,43,Male,95,28,3,9
486,54,Male,24,92,5,5
487,43,Male,131,40,1,6
488,40,Female,74,51,2,5
489,26,Male,74,29,5,1
490,29,Male,72,42,5,4
491,18,Female,59,69,1,1
492,18,Female,138,5,5,1
493,64,Female,40,41,2,3
494,51,Female,116,61,4,7
495,49,Female,65,55,2,1
496,65,Female,66,28,4,7
497,42,Male,65,41,5,10
498,57,Female,145,9,2,10
499,62,Male,28,29,1,1
500,18,Female,15,78,5,9
501,33,Male,28,38,1,5
502,56,Male,95,62,4,6
503,22,Female,17,54,3,9
504,39,Female,112,52,3,3
505,46,Male,54,34,4,3
506,20,Female,103,37,3,5
507,29,Female,139,49,5,7
508,43,Male,109,42,5,3
509,33,Male,23,14,2,4
510,68,Male,108,82,5,2
511,54,Female,98,33,3,9
512,39,Female,35,98,1,10
513,46,Female,39,92,2,9
514,31,Female,116,100,1,2
515,45,Male,136,87,3,5
516,22,Female,39,17,1,1
517,64,Male,117,75,3,8
518,66,Female,71,32,5,6
519,47,Female,51,79,2,10
520,63,Male,30,68,4,10
521,69,Female,51,39,3,2
522,22,Female,90,94,5,2
523,29,Male,40,10,1,10
524,33,Female,34,87,5,5
525,43,Male,117,24,1,7
526,43,Male,43,100,1,9
527,65,Male,45,58,1,9
528,38,Male,33,69,1,6
529,56,Female,41,64,2,2
530,53,Female,108,19,1,6
531,50,Female,99,8,2,1
532,47,Male,58,71,4,2
533,54,Female,127,40,2,3
534,40,Female,88,13,1,5
535,27,Female,101,27,4,10
536,22,Female,108,82,5,1
537,53,Male,112,88,2,10
538,51,Male,146,2,5,5
539,69,Female,70,16,4,5
540,48,Male,111,14,2,4
541,27,Female,112,17,1,3
542,36,Female,48,60,2,7
543,49,Female,114,70,1,7
544,18,Male,28,99,3,1
545,22,Female,126,17,2,7
546,62,Male,89,45,2,3
547,21,Male,111,38,5,3
548,33,Female,135,64,5,6
549,41,Male,69,6,4,6
550,33,Male,131,60,1,4
551,19,Female,107,49,5,5
552,66,Male,51,21,4,3
553,45,Male,40,99,1,3
554,49,Female,81,23,1,9
555,44,Female,98,76,1,5
556,37,Male,32,57,3,1
557,41,Female,41,64,1,9
558,29,Female,45,29,4,10
559,67,Male,120,27,1,6
560,52,Male,143,6,1,9
561,50,Female,20,21,4,7
562,50,Male,25,71,2,10
563,68,Female,32,41,1,10
564,60,Female,35,80,4,7
565,54,Male,33,5,5,5
566,29,Male,18,15,4,7
567,20,Female,91,21,3,10
568,18,Female,130,58,5,4
569,50,Female,39,4,2,6
570,57,Female,91,69,2,2
571,27,Male,63,7,4,10
572,60,Female,79,35,4,3
573,61,Male,97,36,1,2
574,46,Male,15,15,1,10
575,30,Female,95,92,3,2
576,29,Male,35,2,1,7
577,48,Male,100,57,4,5
578,63,Female,29,5,4,6
579,19,Male,64,71,1,3
580,68,Male,62,86,3,10
581,67,Female,63,95,4,5
582,52,Female,122,32,3,5
583,40,Female,59,72,4,4
584,34,Female,46,41,3,10
585,43,Female,146,42,3,4
586,25,Female,111,75,3,8
587,46,Female,94,65,1,6
588,43,Male,68,40,2,2
589,27,Male,141,83,3,2
590,43,Female,148,38,3,2
591,51,Male,80,42,4,6
592,68,Male,123,37,2,1
593,58,Female,37,56,4,3
594,24,Male,121,71,4,1
595,21,Female,65,55,3,4
596,67,Male,86,89,5,1
597,62,Female,117,54,2,9
598,28,Male,94,22,4,6
599,46,Male,32,27,5,8
600,53,Male,95,47,5,2
601,42,Female,121,38,4,6
602,38,Male,83,39,3,4
603,53,Male,94,15,1,7
604,27,Female,56,66,4,8
605,54,Female,48,61,3,6
606,26,Male,62,60,2,1
607,41,Male,19,8,3,8
608,52,Male,130,44,5,1
609,66,Male,131,43,2,9
610,52,Female,122,6,2,2
611,65,Male,37,84,1,10
612,53,Male,76,27,1,6
613,35,Female,27,45,4,8
614,66,Male,34,23,3,5
615,56,Male,106,81,4,2
616,49,Male,122,13,1,5
617,41,Female,122,68,5,1
618,40,Female,47,84,1,8
619,49,Male,78,64,3,8
620,54,Male,44,25,5,2
621,29,Female,122,86,4,6
622,66,Male,87,52,4,8
623,30,Male,123,48,1,10
624,40,Female,114,61,1,8
625,42,Female,28,17,4,7
626,52,Female,33,40,4,3
627,58,Male,85,75,2,4
628,47,Male,73,89,3,1
629,34,Male,111,69,2,9
630,66,Male,58,85,2,10
631,37,Female,125,26,4,10
632,65,Male,25,80,3,2
633,42,Male,120,56,4,10
634,39,Female,16,40,2,7
635,30,Female,139,85,2,8
636,36,Male,108,96,4,4
637,66,Female,107,68,1,10
638,53,Female,18,8,1,1
639,29,Male,77,73,4,5
640,58,Male,43,45,5,10
641,36,Male,33,17,5,10
642,29,Male,105,41,1,6
643,26,Female,43,77,3,7
644,24,Female,130,9,2,1
645,45,Male,84,70,3,4
646,31,Male,137,91,1,5
647,48,Female,37,24,4,5
648,69,Male,60,73,5,7
649,36,Male,22,11,1,4
650,64,Male,80,35,3,10
651,33,Male,114,29,3,7
652,22,Female,75,8,1,8
653,52,Male,126,17,2,2
654,29,Female,66,71,3,1
655,42,Male,50,12,2,10
656,69,Male,126,79,2,10
657,38,Female,101,93,4,1
658,53,Male,99,50,1,1
659,40,Female,27,24,1,9
660,33,Male,61,37,2,4
661,56,Male,104,78,4,9
662,62,Male,36,11,3,7
663,59,Male,72,99,3,7
664,56,Male,44,81,1,2
665,31,Female,120,59,2,2
666,48,Female,88,55,4,5
667,22,Male,108,27,4,10
668,52,Male,85,67,3,1
669,40,Female,21,60,3,7
670,46,Female,79,2,5,7
671,60,Male,60,68,5,8
672,28,Male,32,18,2,7
673,35,Female,22,20,5,8
674,64,Male,88,85,4,3
675,29,Female,116,63,5,3
676,26,Male,93,78,1,8
677,27,Female,93,72,1,9
678,61,Female,135,2,3,10
679,34,Male,77,90,3,4
680,55,Female,54,83,2,8
681,24,Male,98,42,1,1
682,63,Male,29,28,2,2
683,30,Male,113,29,2,10
684,57,Male,148,69,5,10
685,59,Female,135,28,3,10
686,26,Male,77,60,2,9
687,67,Male,142,90,2,2
688,44,Male,126,5,3,2
689,19,Male,125,15,3,8
690,22,Female,46,73,1,5
691,46,Male,59,32,3,5
692,54,Female,136,52,5,6
693,55,Female,96,90,1,8
694,36,Female,27,37,2,8
695,25,Male,38,15,5,9
696,65,Male,28,41,5,10
697,62,Male,84,4,1,3
698,18,Male,76,53,2,9
699,39,Female,134,100,1,3
700,69,Female,103,84,4,1
701,34,Male,15,27,4,5
702,24,Male,140,21,1,7
703,42,Male,46,60,2,3
704,62,Male,46,86,2,9
705,21,Male,70,64,3,1
706,53,Male,105,71,5,6
707,23,Male,18,47,1,6
708,48,Female,37,54,5,8
709,36,Female,43,31,5,3
710,61,Female,112,17,4,5
711,56,Female,44,50,4,10
712,44,Male,104,7,1,5
713,27,Male,81,83,1,8
714,43,Male,115,28,2,7
715,36,Male,72,10,1,3
716,56,Male,39,27,2,7
717,20,Female,37,13,2,10
718,62,Male,143,66,1,8
719,30,Female,111,86,2,5
720,67,Male,142,84,5,5
721,45,Female,95,60,2,1
722,37,Male,18,43,5,8
723,45,Female,149,69,5,6
724,25,Male,60,63,5,6
725,58,Male,23,70,3,5
726,56,Male,47,99,3,5
727,18,Male,98,65,2,3
728,20,Female,146,99,1,3
729,30,Male,79,67,2,2
730,45,Female,120,54,3,9
731,66,Male,48,36,4,8
732,42,Female,99,71,4,3
733,50,Male,102,93,2,5
734,55,Male,69,15,3,10
735,23,Female,31,75,5,5
736,61,Male,145,18,3,8
737,62,Male,18,4,2,6
738,49,Female,21,88,3,7
739,62,Male,40,11,4,5
740,64,Female,38,6,5,1
741,38,Male,24,51,2,8
742,33,Female,27,58,2,4
743,38,Female,139,60,1,5
744,28,Female,53,18,5,1
745,54,Female,33,79,2,3
746,53,Male,90,67,3,2
747,52,Male,66,17,3,2
748,36,Female,134,97,3,1
749,37,Male,60,34,3,6
750,35,Male,89,30,2,8
751,64,Male,138,19,4,3
752,58,Female,62,9,5,1
753,66,Male,76,40,3,10
754,31,Male,72,44,2,2
755,32,Female,32,95,2,3
756,48,Male,122,59,3,6
757,18,Female,62,91,1,3
758,20,Female,77,25,2,9
759,33,Female,26,71,5,1
760,40,Male,48,53,5,7
761,28,Male,116,48,1,10
762,29,Female,101,71,2,8
763,27,Female,39,84,1,9
764,49,Female,146,53,2,8
765,33,Female,63,49,2,5
766,25,Female,92,43,1,1
767,55,Female,69,100,4,1
768,29,Male,32,19,3,8
769,41,Female,49,66,3,7
770,45,Female,21,34,3,5
771,25,Female,27,81,1,10
772,45,Male,140,88,2,3
773,53,Male,126,73,2,9
774,43,Male,83,54,5,4
775,25,Male,114,1,2,6
776,67,Female,104,92,4,4
777,45,Male,56,55,3,9
778,45,Female,123,15,4,4
779,54,Female,124,85,3,8
780,58,Female,40,15,1,3
781,53,Female,90,23,4,8
782,44,Female,46,66,2,3
783,34,Female,105,46,3,5
784,26,Male,139,100,5,1
785,50,Male,140,9,4,6
786,37,Male,66,66,1,2
787,30,Male,117,66,5,3
788,45,Male,119,18,1,1
789,65,Female,28,17,3,6
790,46,Male,118,72,4,5
791,30,Male,131,98,1,10
792,63,Male,62,34,5,2
793,52,Female,107,69,5,8
794,23,Female,124,64,2,9
795,35,Female,67,44,1,3
796,68,Male,17,29,4,6
797,22,Male,82,62,4,6
798,64,Male,147,92,2,10
799,42,Male,66,16,5,6
800,19,Male,110,78,1,8
801,27,Female,45,52,5,5
802,47,Male,80,2,1,10
803,67,Female,105,61,1,10
804,62,Male,83,4,1,8
805,22,Female,101,52,5,3
806,50,Female,47,41,5,7
807,18,Female,82,52,5,1
808,35,Female,102,31,3,4
809,49,Male,109,26,5,5
810,64,Male,122,27,2,7
811,66,Male,67,51,3,6
812,28,Female,88,98,1,6
813,38,Male,63,95,4,2
814,43,Male,127,48,3,2
815,42,Male,128,11,3,2
816,39,Male,109,8,1,10
817,44,Female,39,12,5,8
818,66,Female,146,99,5,7
819,30,Male,122,45,3,1
820,50,Male,83,34,5,9
821,51,Male,98,77,3,8
822,58,Female,99,91,4,9
823,52,Female,133,72,4,4
824,18,Female,86,47,1,5
825,38,Male,34,21,2,5
826,65,Female,41,41,2,9
827,23,Female,22,75,5,8
828,45,Female,99,22,2,10
829,34,Female,75,21,4,6
830,22,Female,17,28,1,10
831,48,Male,21,67,4,10
832,22,Male,18,71,3,1
833,55,Male,147,14,5,7
834,20,Male,139,79,5,9
835,40,Female,29,73,2,4
836,54,Male,27,52,3,4
837,54,Male,132,43,2,5
838,27,Male,21,71,2,8
839,27,Female,118,76,2,5
840,36,Male,20,19,3,4
841,34,Female,78,27,2,8
842,38,Female,44,18,5,5
843,31,Female,36,13,2,8
844,26,Male,132,1,3,1
845,63,Female,98,85,3,3
846,18,Male,147,34,4,7
847,68,Male,104,13,2,1
848,62,Male,135,51,3,5
849,30,Female,120,87,2,6
850,21,Female,83,1,1,1
851,18,Male,109,87,5,7
852,66,Female,91,28,5,9
853,57,Female,15,32,2,9
854,49,Female,76,72,5,3
855,51,Male,32,55,5,4
856,45,Female,62,26,1,1
857,48,Female,15,14,5,4
858,25,Male,121,88,5,5
859,56,Female,144,93,3,7
860,43,Male,52,68,5,5
861,51,Female,54,63,2,8
862,20,Female,96,82,5,7
863,67,Female,30,14,2,1
864,29,Female,141,27,5,2
865,18,Female,131,41,2,7
866,61,Female,107,3,5,3
867,22,Male,148,94,2,2
868,47,Female,17,59,5,9
869,47,Female,28,100,1,10
870,34,Female,80,23,3,8
871,65,Male,109,18,3,8
872,64,Male,100,74,3,3
873,40,Male,128,76,3,10
874,32,Female,143,41,1,9
875,54,Female,29,8,1,8
876,38,Male,51,32,5,2
877,31,Male,41,81,1,7
878,19,Male,26,41,3,8
879,28,Female,81,45,4,7
880,68,Male,44,78,5,9
881,56,Female,110,9,2,7
882,55,Female,149,90,3,7
883,51,Female,48,48,3,1
884,55,Male,46,24,3,2
885,67,Female,131,87,1,5
886,51,Male,53,95,2,1
887,35,Male,110,44,5,10
888,47,Male,145,58,3,7
889,32,Male,57,66,2,5
890,44,Female,95,18,4,5
891,68,Female,17,80,1,8
892,51,Female,88,29,3,9
893,69,Female,131,75,2,10
894,55,Male,77,2,2,1
895,50,Male,125,78,3,10
896,41,Male,54,68,2,4
897,32,Male,32,98,2,2
898,47,Female,81,39,5,9
899,59,Male,117,73,1,9
900,68,Female,60,41,5,1
901,34,Male,69,71,1,3
902,22,Male,89,81,1,10
903,46,Male,111,87,5,8
904,21,Male,40,75,3,2
905,27,Female,36,22,2,2
906,34,Female,40,82,4,2
907,27,Female,87,49,5,5
908,34,Female,129,28,5,9
909,37,Male,65,16,3,7
910,41,Male,127,68,2,7
911,22,Female,26,62,5,2
912,51,Female,17,36,4,2
913,23,Male,134,22,2,5
914,19,Male,149,11,5,7
915,30,Female,148,85,5,7
916,60,Female,96,80,1,9
917,60,Female,59,42,1,3
918,65,Male,141,55,5,1
919,28,Female,100,73,3,9
920,68,Female,129,35,1,1
921,64,Female,23,57,5,8
922,40,Female,26,34,2,5
923,33,Female,130,73,4,8
924,48,Male,102,77,1,7
925,28,Female,76,70,5,9
926,33,Male,118,4,1,2
927,25,Female,87,46,2,9
